websiteSku,convexRecordId,familyId,mediaStatus,renderMode,legacyUrl,releaseBlockers,catalogNotes,platePath,sourceQualityNote
GBCyl100AnSpTslIvySl,kd742mn38bn47a7cy0she9b6y581th9v,cylinder-100ml-clear-18-415,validated_local,validated-master-reuse,https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-ivory-vintage-style-sprayer-with-tassel-shiny-silver-collar,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-100ml-clear-18-415/GBCyl100AnSpTslIvySl.front-on.webp,
GBCyl100AnSpTslLvn,kd74mmdphre3g652r6fnj5g6k581vcbw,cylinder-100ml-clear-18-415,validated_local,validated-master-reuse,https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-lavender-vintage-style-sprayer-with-tassel-shiny-silver-collar,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-100ml-clear-18-415/GBCyl100AnSpTslLvn.front-on.webp,
GBCyl100AnSpTslMtSl,kd73nym2ehkswr6ppxv289890s81tg5m,cylinder-100ml-clear-18-415,validated_local,validated-master-reuse,https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-matte-silver-vintage-style-sprayer-with-tassel-matte-silver-collar,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-100ml-clear-18-415/GBCyl100AnSpTslMtSl.front-on.webp,
GBCyl100AnSpTslPnk,kd71pc37vd2ehnbm2hnzadfcx581vnjz,cylinder-100ml-clear-18-415,validated_local,validated-master-reuse,https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-pink-vintage-style-sprayer-with-tassel-shiny-gold-collar,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-100ml-clear-18-415/GBCyl100AnSpTslPnk.front-on.webp,
GBCyl100AnSpTslRed,kd727ntvnx652xky3s36s9sgcs81vy13,cylinder-100ml-clear-18-415,validated_local,reviewed-body-anchor,https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-red-vintage-style-sprayer-with-tassel-shiny-silver-collar,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-100ml-clear-18-415/GBCyl100AnSpTslRed.front-on.webp,Merged master PSD
GBCyl100AnSpTslWht,kd72z1n2e9atg5yzxc0p9sft7181tyfj,cylinder-100ml-clear-18-415,validated_local,validated-master-reuse,https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-white-vintage-style-sprayer-with-tassel-shiny-silver-collar,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-100ml-clear-18-415/GBCyl100AnSpTslWht.front-on.webp,
GBCyl100AnSpWht,kd7cskk9dwab2h9fqtzx9h6ea581td88,cylinder-100ml-clear-18-415,validated_local,reviewed-body-anchor,https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-white-vintage-style-bulb-sprayer-shiny-silver-collar-cap,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-100ml-clear-18-415/GBCyl100AnSpWht.front-on.webp,Merged master PSD
GBCyl100RdcrBlkLthr,kd7es5swvq622xdnjhkeg2d2p581thvq,cylinder-100ml-clear-18-415,validated_local,validated-master-reuse,https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-reducer-black-faux-leather-cap,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-100ml-clear-18-415/GBCyl100RdcrBlkLthr.front-on.webp,
GBCyl100RdcrBrwnLthr,kd7d7zq271g5c29dbadb3k6c1181twn8,cylinder-100ml-clear-18-415,validated_local,validated-master-reuse,https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-reducer-brown-faux-leather-cap,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-100ml-clear-18-415/GBCyl100RdcrBrwnLthr.front-on.webp,
GBCyl100RdcrIvyLthr,kd76efj0sypr31w5tc47kdadg181t6k3,cylinder-100ml-clear-18-415,validated_local,validated-master-reuse,https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-reducer-ivory-faux-leather-cap,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-100ml-clear-18-415/GBCyl100RdcrIvyLthr.front-on.webp,
GBCyl100RdcrLBrwnLthr,kd77k7sn6eytb7vkdaadz23ntn81vyfm,cylinder-100ml-clear-18-415,validated_local,validated-master-reuse,https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-reducer-light-brown-faux-leather-cap,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-100ml-clear-18-415/GBCyl100RdcrLBrwnLthr.front-on.webp,
GBCyl100RdcrMtSl,kd73mj6k00g2v31cdmzdgv138d81t1a1,cylinder-100ml-clear-18-415,validated_local,validated-master-reuse,https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-reducer-silver-matte-cap,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-100ml-clear-18-415/GBCyl100RdcrMtSl.front-on.webp,
GBCyl100RdcrMtSlTall,kd730sd5t4m3xpe6429q0p3bm981vvj8,cylinder-100ml-clear-18-415,validated_local,validated-master-reuse,https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-reducer-tall-silver-matte-cap,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-100ml-clear-18-415/GBCyl100RdcrMtSlTall.front-on.webp,
GBCyl100RdcrPnkLthr,kd7d7hektbsaxhtxyhwx2wzxsd81vm06,cylinder-100ml-clear-18-415,validated_local,validated-master-reuse,https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-reducer-pink-faux-leather-cap,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-100ml-clear-18-415/GBCyl100RdcrPnkLthr.front-on.webp,
GBCyl100RdcrShnBlk,kd708r8hmb2mbjfef28n12grhh81vdn0,cylinder-100ml-clear-18-415,validated_local,validated-master-reuse,https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-reducer-black-shiny-cap,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-100ml-clear-18-415/GBCyl100RdcrShnBlk.front-on.webp,
GBCyl100RdcrShnBlkTall,kd79k79qpknckktmyh60fsjkn981txr5,cylinder-100ml-clear-18-415,validated_local,validated-master-reuse,https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-reducer-tall-black-shiny-cap,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-100ml-clear-18-415/GBCyl100RdcrShnBlkTall.front-on.webp,
GBCyl100RdcrShnGl,kd734xyt8g2q53x59nyts1zy4s81vtdq,cylinder-100ml-clear-18-415,validated_local,validated-master-reuse,https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-reducer-shiny-gold-cap,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-100ml-clear-18-415/GBCyl100RdcrShnGl.front-on.webp,
GBCyl100RdcrShnSl,kd76v940sdc9w8dcxfmrd6h65x81vfpe,cylinder-100ml-clear-18-415,validated_local,validated-master-reuse,https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-reducer-shiny-silver-cap,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-100ml-clear-18-415/GBCyl100RdcrShnSl.front-on.webp,
GBCyl100RdcrWht,kd77b4c4at7e0asqfebk0pt4kn81v172,cylinder-100ml-clear-18-415,validated_local,validated-master-reuse,https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-reducer-white-cap,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-100ml-clear-18-415/GBCyl100RdcrWht.front-on.webp,
GBCyl100SpryCu,kd7353mycn5fbxsk721br1cban81vqbj,cylinder-100ml-clear-18-415,validated_local,validated-master-reuse,https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-matte-copper-spray-and-cap,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-100ml-clear-18-415/GBCyl100SpryCu.front-on.webp,
GBCyl100SpryMtGl,kd73j085mdc1h3nstfhc3v6vrx81vwyv,cylinder-100ml-clear-18-415,validated_local,validated-master-reuse,https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-matte-gold-spray-pump-and-cap,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-100ml-clear-18-415/GBCyl100SpryMtGl.front-on.webp,
GBCyl100SpryMtSl,kd7fg9ekz1ptnnjkybs8jyafm981tn9j,cylinder-100ml-clear-18-415,validated_local,validated-master-reuse,https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-matte-silver-spray-pump-and-cap,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-100ml-clear-18-415/GBCyl100SpryMtSl.front-on.webp,
GBCyl100SpryShnBlk,kd79t5wffx43d0vdhb5cd05zs581va1n,cylinder-100ml-clear-18-415,validated_local,validated-master-reuse,https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-shiny-black-spray-pump-and-cap,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-100ml-clear-18-415/GBCyl100SpryShnBlk.front-on.webp,
GBCyl100SpryShnGl,kd7ewxe07n18zrx030g1rmfxf181t90s,cylinder-100ml-clear-18-415,validated_local,validated-master-reuse,https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-shiny-gold-spray-pump-and-cap,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-100ml-clear-18-415/GBCyl100SpryShnGl.front-on.webp,
GBCyl100SpryShnSl,kd7cwf4bxya5z2xe1edda74zp181vts7,cylinder-100ml-clear-18-415,validated_local,validated-master-reuse,https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-shiny-silver-spray-and-cap,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-100ml-clear-18-415/GBCyl100SpryShnSl.front-on.webp,
LBCyl100LtnClOvrCap,kd7ez9ttn7jb03tvzkg4zknkrh81tq8c,cylinder-100ml-clear-18-415,validated_local,validated-master-reuse,https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-clear-over-the-cap-lotion-pump-matte-silver-collar-cap,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-100ml-clear-18-415/LBCyl100LtnClOvrCap.front-on.webp,
LBCyl100LtnCu,kd7fz4tkzy0pv8myz5w2b7agax81tgnw,cylinder-100ml-clear-18-415,validated_local,validated-master-reuse,https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-matte-copper-lotion-pump-and-cap,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-100ml-clear-18-415/LBCyl100LtnCu.front-on.webp,
LBCyl100LtnMtGl,kd77f85cx42hn45fwf60gnm4ph81v9dn,cylinder-100ml-clear-18-415,validated_local,validated-master-reuse,https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-matte-gold-lotion-pump-and-cap,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-100ml-clear-18-415/LBCyl100LtnMtGl.front-on.webp,
LBCyl100LtnMtSl,kd7eegd65axjgm5f3m4agar48n81twef,cylinder-100ml-clear-18-415,validated_local,validated-master-reuse,https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-matte-silver-lotion-pump-and-cap,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-100ml-clear-18-415/LBCyl100LtnMtSl.front-on.webp,
LBCyl100LtnShnBlk,kd7az78j7y7x6a8tecz30wvhr181t78s,cylinder-100ml-clear-18-415,validated_local,validated-master-reuse,https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-shiny-black-lotion-pump-and-cap,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-100ml-clear-18-415/LBCyl100LtnShnBlk.front-on.webp,
LBCyl100LtnShnGl,kd75fa6x1t35x86209yqk2vccn81vphg,cylinder-100ml-clear-18-415,validated_local,validated-master-reuse,https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-shiny-gold-lotion-pump-and-cap,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-100ml-clear-18-415/LBCyl100LtnShnGl.front-on.webp,
LBCyl100LtnShnSl,kd76m7cdabkecv1qrfymv2rdk181tt2s,cylinder-100ml-clear-18-415,validated_local,validated-master-reuse,https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-shiny-silver-lotion-pump-and-cap,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-100ml-clear-18-415/LBCyl100LtnShnSl.front-on.webp,
PbClear4ozFlpWh,kd776q566hvp6t94v07s4kk6ss82atbn,cylinder-118ml-clear,validated_local,reviewed-body-anchor,https://www.bestbottles.com/product/cylinder-design-4-oz-plastic-bottle-white-flip-top-cap,Resolve 114/118 mL capacity conflict,Legacy specifies 114 mL; production says 118 mL; established route retained,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-118ml-clear/PbClear4ozFlpWh.front-on.webp,Legacy raster; canvas size does not increase source detail
PbClear8ozFlpWh,kd7265h9e28tjr2fzvp0q2cg1h82acwe,cylinder-227ml-clear,validated_local,reviewed-body-anchor,https://www.bestbottles.com/product/cylinder-design-16-oz-plastic-bottle-white-flip-top-cap,,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-227ml-clear/PbClear8ozFlpWh.front-on.webp,Legacy raster; canvas size does not increase source detail
GBCyl25AnSpBlk,,cylinder-25ml-clear-18-415,validated_local,reviewed-body-anchor,https://www.bestbottles.com/all-bottles/option_details.php?items_count=2&OPTinv_id=2058,Exact active legacy SKU has no production Convex record,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-25ml-clear-18-415/GBCyl25AnSpBlk.front-on.webp,Merged master PSD
GBCyl25AnSpGl,,cylinder-25ml-clear-18-415,validated_local,reviewed-body-anchor,https://www.bestbottles.com/all-bottles/option_details.php?items_count=2&OPTinv_id=2056,Exact active legacy SKU has no production Convex record,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-25ml-clear-18-415/GBCyl25AnSpGl.front-on.webp,Merged master PSD
GBCyl25AnSpTslIvySl,,cylinder-25ml-clear-18-415,validated_local,reviewed-body-anchor,https://www.bestbottles.com/all-bottles/option_details.php?items_count=3&OPTinv_id=3211,Exact active legacy SKU has no production Convex record,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-25ml-clear-18-415/GBCyl25AnSpTslIvySl.front-on.webp,Merged master PSD
GBCyl25AnSpTslMtSl,,cylinder-25ml-clear-18-415,validated_local,reviewed-body-anchor,https://www.bestbottles.com/all-bottles/option_details.php?items_count=3&OPTinv_id=3213,Exact active legacy SKU has no production Convex record,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-25ml-clear-18-415/GBCyl25AnSpTslMtSl.front-on.webp,Merged master PSD
GBCyl25AnSpTslRed,,cylinder-25ml-clear-18-415,validated_local,reviewed-body-anchor,https://www.bestbottles.com/all-bottles/option_details.php?items_count=3&OPTinv_id=3215,Exact active legacy SKU has no production Convex record | Correct legacy red/white description conflict in catalog reconciliation,Exact legacy SKU and red photograph conflict with white in the option description,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-25ml-clear-18-415/GBCyl25AnSpTslRed.front-on.webp,Merged master PSD
GBCyl25AnSpTslWht,,cylinder-25ml-clear-18-415,validated_local,reviewed-body-anchor,https://www.bestbottles.com/all-bottles/option_details.php?items_count=3&OPTinv_id=3216,Exact active legacy SKU has no production Convex record,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-25ml-clear-18-415/GBCyl25AnSpTslWht.front-on.webp,Merged master PSD
GBCyl25DrpCu,,cylinder-25ml-clear-18-415,validated_local,reviewed-body-anchor,https://www.bestbottles.com/product/cylinder-design-25-ml-glass-bottle-white-dropper-Matte-copper-collar-cap,Exact active legacy SKU has no production Convex record,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-25ml-clear-18-415/GBCyl25DrpCu.front-on.webp,Merged master PSD
GBCyl25DrpGl,,cylinder-25ml-clear-18-415,validated_local,reviewed-body-anchor,https://www.bestbottles.com/all-bottles/option_details.php?items_count=3&OPTinv_id=2062,Exact active legacy SKU has no production Convex record,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-25ml-clear-18-415/GBCyl25DrpGl.front-on.webp,Merged master PSD
GBCyl25DrpSl,,cylinder-25ml-clear-18-415,validated_local,reviewed-body-anchor,https://www.bestbottles.com/all-bottles/option_details.php?items_count=3&OPTinv_id=2061,Exact active legacy SKU has no production Convex record,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-25ml-clear-18-415/GBCyl25DrpSl.front-on.webp,Merged master PSD
GBCyl25RdcrIvyLthr,,cylinder-25ml-clear-18-415,validated_local,reviewed-body-anchor,https://www.bestbottles.com/all-bottles/option_details.php?items_count=45&OPTinv_id=2065,Exact active legacy SKU has no production Convex record,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-25ml-clear-18-415/GBCyl25RdcrIvyLthr.front-on.webp,Merged master PSD
GBCyl25RdcrShnGl,,cylinder-25ml-clear-18-415,validated_local,reviewed-body-anchor,https://www.bestbottles.com/all-bottles/option_details.php?items_count=6&OPTinv_id=2032,Exact active legacy SKU has no production Convex record,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-25ml-clear-18-415/GBCyl25RdcrShnGl.front-on.webp,Merged master PSD
GBcyl25AnSpIvyGl,,cylinder-25ml-clear-18-415,validated_local,reviewed-body-anchor,https://www.bestbottles.com/all-bottles/option_details.php?items_count=2&OPTinv_id=2057,Exact active legacy SKU has no production Convex record,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-25ml-clear-18-415/GBcyl25AnSpIvyGl.front-on.webp,Merged master PSD
GBcyl25AnSpIvySl,,cylinder-25ml-clear-18-415,validated_local,reviewed-body-anchor,https://www.bestbottles.com/all-bottles/option_details.php?items_count=2&OPTinv_id=2055,Exact active legacy SKU has no production Convex record,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-25ml-clear-18-415/GBcyl25AnSpIvySl.front-on.webp,Merged master PSD
GBcyl25AnSpLvn,,cylinder-25ml-clear-18-415,validated_local,reviewed-body-anchor,https://www.bestbottles.com/all-bottles/option_details.php?items_count=2&OPTinv_id=2052,Exact active legacy SKU has no production Convex record,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-25ml-clear-18-415/GBcyl25AnSpLvn.front-on.webp,Merged master PSD
GBcyl25AnSpMtSl,,cylinder-25ml-clear-18-415,validated_local,reviewed-body-anchor,https://www.bestbottles.com/all-bottles/option_details.php?items_count=2&OPTinv_id=2054,Exact active legacy SKU has no production Convex record,,/Users/jordanrichter/.codex/worktrees/cc9c/Best-Bottles-Website-02-20-2026/dist/paper-doll/cylinder-complete/plates/cylinder-25ml-clear-18-415/GBcyl25AnSpMtSl.front-on.webp,Merged master PSD
